text,sentiment,eof,responsiveness,accuracy
"টাকা ঢুকালে অনির্দিষ্ট মেয়াদ থাকবে কেন সময় নির্দিষ্ট করে দেওয়া হয়, নিম্ন মানসিকতা পরিহার করুন সেবায় ফিরে আসুন, মোবাইল কোম্পানি গুলি কলরেট আরও কমাতে পারেন।", negative, low, na, na
"রবিকে বলছি, তিন দিনের প্যাকেজ লাথি মারি, সরকারের নির্দেশ মোতাবেক পরিচালনা, তোমাদের ইচ্ছায় ডাটা প্যাক চলছে", negative, na, na, na
ডাটার মূল্য এক জিবি পাঁচ টাকা করা হউক এবং মেয়াদ এক মাস, positive, na, na, na
ডাটা এবং মিনিট মেয়াদ আনলিমিটেড করা হোক, positive, na, na, na
"যে দাম, সত্যিই এখন বাংলালিংক দামে", negative, na, na, na
থাকবে না ঠিক আছে কিন্তু আপনাদের নেটওয়ার্ক ব্যবস্থা ঠিক নাই সেই জরিমানা দিয়ে তারপর নিয়ম দেখান, negative, low, na, na
কি খাবি বল, neutral, na, na, na
আরে চোরের ঘরের চোরেরা এইসব অতিরিক্ত মুনাফা বাদ দে ডাটা আনলিমিটেড দে অল্প টাকায় ডাটা দে, negative, low, na, na
আবালের বাচ্চারা দেশটারে খাচ্ছে লুটেপুটে খাচ্ছে, negative, na, na, na
ইন্টারনেট কিনে কি লাভ যদি না-ই চলে, negative, low, slow, na
বর্তমানে মানুষ খাবার খাইতে পারে না আমার ডেটা নিয়ে এত চিন্তা।, negative, na, na, na
গিগাবাইট এত দ্রুত শেষ হয় কেন? মোবাইল কোম্পানিগুলোর বিরুদ্ধে মামলা করবো, negative, low, slow, na
"নতুন রবি সিম ৪.৫জি কিনলাম গতকাল বিশ তারিখ, ডাটা চালু করলে চলে না। কি ভুল করলাম।", negative, low, slow, na
ভালো উদ্যোগ। ডাটার মেয়াদ আনলিমিটেড চাই, positive, high, na, na
প্রতি জিবি দশ টাকায় রেখে মেয়াদ আনলিমিটেড করলেই হয়। অ্যাপে ইচ্ছে বা প্রয়োজন মতো ডাটার পরিমাণ উল্লেখ করে গ্রাহক কিনে নিলেই সমাধান।, positive, high, na, na
এত নিয়মে ডাটা প্যাকেজ না করে ব্রডব্যান্ড এর মত আনলিমিটেড ডাটা প্যাকেজ চালু করুক সেটা চালু করলে সাধারণ মানুষ উপকৃত হবে।, positive, high, na, na
"সিম কোম্পানিগুলো ওয়াইফাই এর মত ব্যবস্থা করতে পারে না, ত্রিশ দিনের জন্য রিচার্জ দিয়ে আনলিমিটেড নেট চালাও যত খুশি। যতসব ফালতু অফার, বিশেষ করে গ্রামীনফোন সিম।", negative, low, na, na
শালাদের খালি ধান্দা কিভাবে পাবলিকের পকেট কাটা যায়, negative, na, na, na
মেয়াদ শেষ হলে এমবি আবার টাকা দিলে এমবি পাওয়া যাবে এই নিয়ম চাই, positive, moderate, na, na
"সকল তিন দিনের ডাটা প্যাকেজের সাত দিন মেয়াদ দেওয়া উচিত, আমরা যেকোনো ছোট ডাটা প্যাকেজের জন্য সর্বনিম্ন সাত দিনের মেয়াদ চাই।", positive, moderate, na, na
"দেশ তোমাদের কোম্পানি তোমাদের তোমরা যা মন চায় করো, আমরা সাধারণ মানুষের কিছুই করার নাই।", negative, low, na, na
মাসিক আনলিমিটেড ডাটা প্যাকেজ দরকার, positive, high, na, na
"মেয়াদ শেষ হবার পরে যে গুলো এমবি কেটে নেয়া হয় সেগুলো এমবি পরবর্তী এমবি কিনার সময় যোগ করে দিতে হবে, কেনো তারা কেটে নিবে এইটা আমাদের টাকার কেনা, তাদের বাবার টাকা না যে কেটে নিবে", negative, low, na, low
"বাজে কথা, এসব বাজে কথা বাস্তবায়ন হলে জীবনে নেট চালাবো না", negative, low, na, na
"তার থেকে বাংলাদেশের সবাইকে ধরে শাস্তি দাও, তাও গ্রাহকরা শান্তি পাবে।", negative, na, na, na
শাস্তি দেওয়ার আর একটা ফন্দি, negative, na, na, na
এক জিবি চারশত টাকা। মেয়াদ আনলিমিটেড। এই হলো বাজে আনলিমিটেড প্যাকেজ।, negative, low, na, na
ডেটা ব্যবহার করাটা অনেক কমে যাবে। ডেটার দামটা সাধারণ মানুষের সাধ্যের মধ্যে রাখতে হবে।, neutral, low, na, na
"দাম কমাতে বলেন, ডাটা প্যাকেজ বাড়ানো হোক", positive, moderate, na, na
"তোমাদেরটা তোমরা চালাও, চালাবো না", negative, na, na, na
"এইসব না করে যদি পারেন তো একটু প্যাকেজের দাম কমানোর বিষয়ে কথা বলুন। প্যাকেজের মেয়াদটা বড় কথা না, দিন দিন প্যাকেজের মূল্য মানুষের ক্রয় ক্ষমতার বাইরে চলে যাচ্ছে", negative, low, na, na
এত নাটক বাদ দিয়ে সকল প্যাকেজের মেয়াদ আনলিমিটেড করা হোক। তাহলেই ভোক্তা উপকৃত হবে।, positive, high, na, na
বিরক্ত, negative, na, na, na
তিন দিনেরটা বাদ দিলেও পনেরো দিনেরটা বাদ দেওয়া উচিত হবে না, neutral, moderate, na, na
"আমি গত তেরো তারিখে একশত টাকা রিচার্জ করার কথা, কিন্তু ভুলে নিরানব্বই টাকা রিচার্জ দিয়েছি। পরে একশত পঞ্চাশ মিনিট এসেছে, তাও আবার তিন দিনের জন্য। আমার একশত বিশ মিনিট রয়ে গেছে, মেয়াদ শেষ তিন দিনের। এটা কিভাবে মানা যায় বলুন। রবি সিম", negative, low, na, low
"আমার টাকার এমবি আমি চালাবো, সেটায় কেনো মেয়াদ থাকবে, আনলিমিটেড মেয়াদ চাই", positive, high, na, na
কোন মেয়াদ ছাড়াই ডাটা প্যাক চালু করতে হবে। আমরা ডাটা কিনে তা শেষ না হওয়া পর্যন্ত ব্যবহার করবো।, positive, high, na, na
আমরা সকল প্যাকেজের আনলিমিটেড মেয়াদ দাবি করি, positive, high, na, na
সব দিক দিয়ে মেরে ফেলছে জনগণ, negative, low, na, na
কোন এমবির দরকার নাই চারশত থেকে পাঁচশত টাকা রিচার্জ করে সারা মাস ইন্টারনেট চালাবো ওই ব্যবস্থা করে দেন, positive, high, na, na
পরিসংখ্যান ভুল। যারা ওয়াইফাই ব্যবহার করে তাদের মধ্যে পরিসংখ্যান করছে।, negative, na, na, low
এই আওয়ামী লীগ সব দিক থেকে জনগণকে বাঁশ দিচ্ছে, negative, na, na, na
"এটা কেমন প্যাকেজ হলো, এটা বিটিআরসির দুর্নীতি করার নতুন ফন্দি, আজব দেশ আজব আইন আজব কর্মকর্তা", negative, low, na, low
বিটিআরসি বয়কট করুন, negative, na, na, na
প্যাকেজ থাকার পরও মেয়াদ না থাকলে এমবি চলে যায়। বিআরটির উচিৎ মেয়াদ চলে গেলে যেন এমবি চলে না যায় আবার নতুন প্যাকেজ নিলে যেন তার সাথে যোগ হয়।, negative, low, na, low
মোবাইল কোম্পানি আমাদের চুষে খাচ্ছে।, negative, na, na, na
"ডাকাতির নতুন ফাঁদ, যাদের ওয়াইফাই আছে বেশি দিনের প্যাকেজ দরকার হয় না। আমাদের উপায় কী?", negative, low, na, na
হাস্যকর, negative, na, na, na
গ্রামীণের কল রেট কমান, negative, na, na, na
নতুন আইন থাকা উচিত সব মোবাইল কোম্পানিদের উপর নীতি মালা বেঁধে দেওয়া হোক, positive, moderate, na, na
হারামজাদা, negative, na, na, na
যে সকল দেশে চোর আছে সেই দেশে কর আছে, negative, na, na, na
উন্নত বাংলাদেশ, negative, na, na, na
উন্নত বাংলাদেশ, negative, na, na, na
"পঁয়তাল্লিশ পয়সার টেলিটক ভ্যাট কেটে তেষট্টি পয়সা, তাইলে তো ভ্যাট পঁয়ত্রিশ শতাংশ হলো।", negative, na, na, na
ও ঠিক, positive, na, na, na
এই হলো আসল কথা, negative, na, na, na
জনগণের উপর জুলুম বন্ধ করা হোক, negative, na, na, na
বাংলাদেশে হল সব চেয়ে উন্নতমানের দেশ তাই জনগণের ক্ষতি করে, negative, na, na, na
টাকা কি সরকারের? যে চাইলো আর দিবো?, negative, na, na, na
আমি তো করি গড়ে নব্বই জিবি, neutral, na, na, na
উন্নত দেশে উন্নত পরিকল্পনা, negative, na, na, na
কয়দিন পর শুনবো নিঃশ্বাস-প্রশ্বাসের জন্যও কর দেওয়া লাগবে কারণ আমরা বাংলাদেশের বাতাস গ্রহণ করি।, negative, na, na, na
শালারা সব ধান্দাবাজ। দেশের জনগণের কোনো সুবিধা নাই। কোম্পানি ও সরকারি আমলারা সুবিধা নিচ্ছে।, negative, na, na, na
"ওদের তো সমস্যা নাই, টাকা তো যাবে আমাদের পকেট থেকে", negative, na, na, na
আলহামদুলিল্লাহ। আমরা সাধারণ জনগণ অতি শীঘ্রই লুট হতে চলেছি।, negative, na, na, na
সতেরো টাকা কম হচ্ছে একশত টাকায় নিরানব্বই টাকা নেওয়া হোক, negative, na, na, na
"জনগণের এত বেশি টাকা না মারলে তারা কিভাবে করবে বলেন, কেয়ামতের দিন সব হিসাব করে নিয়ে নিব", negative, na, na, na
অবৈধ চোর সরকারের উপর যেন আল্লাহর গজব পরে, negative, na, na, na
হাস্যকর, negative, na, na, na
৩জি নেটওয়ার্ক আবার চালু করা হোক বাংলালিংক, positive, na, slow, na
কম হয়ে গেল না একশত টাকায় পঞ্চাশ টাকা নিতে হতো, negative, na, na, na
নতুন আইন মানেই নতুন লুটপাট, negative, na, na, na
এটা বাংলাদেশ ভাই, negative, na, na, na
এদেরকে কেউ শাস্তি দেয় না, negative, na, na, na
তাদের ওপর আল্লাহর গজব নাজিল হউক, negative, na, na, na
আওয়ামীলীগ হটাও দেশ বাঁচাও, negative, na, na, na
গ্রামীণ সিম বন্ধ করে দিবো, negative, na, na, na
আরেকটু শোষণ কর, negative, na, na, na
আমরা ঈদের পর লুটপাট করা শুরু করবো, negative, na, na, na
"বক্তব্য হাজারে একশত সত্তর টাকা, আসলে নেয় তিনশত ত্রিশ টাকা, যা যাকাত থেকে বেশি, বাহ্, আর এই তিনশত ত্রিশ টাকা কামাই করতে মাথার ঘাম পায়ে পড়ে।", negative, na, na, na
"দেশে আইন করা হয় জনগণের স্বার্থে, আর এ দেশে আইন করা হয় ব্যক্তি স্বার্থে।", negative, na, na, na
টাকা কামাবে তারা, negative, na, na, na
আমরা জনগণই ভালো না সব বয়কট করা উচিত। সরকার সহ সকল অসাধু ব্যবসায়ীরা ঠিক হয়ে যাবে, negative, na, na, na
দূর মিয়া বাজে মন্ত্রী হয়েছ দেশের জনগণের জন্য কিছুই করতে পারো নি। এত দিন হয়ে গেল, negative, na, na, na
সাধারণ জনগণকে শোষণ করার আরেকটি কায়দা, negative, low, na, na
পাকিস্তানীরাও মনে হয় এইভাবে লুটপাট করে নাই। এরা যা শুরু করছে, negative, na, na, na
আমরা মোবাইলে টাকা ভরব না কথাও বলব না।, negative, na, na, na
ভারতের তুলনায় অনেক বেশি আমাদের দেশের সরকারি ভ্যাট ও মোবাইল সিমের কল রেট সহ সব কিছুর, negative, na, na, na
"সরকার কি ভিখারি/লোভী, খেলা হবে", negative, na, na, na
"সৌদি আরবে বিশ রিয়েল রিচার্জ করলে তিন রিয়েল ভ্যাট আদায় করে। বাংলাদেশ দেখছি সিম কোম্পানিগুলোর কিছু হবে না, যত কিছু হবে সাধারণ মানুষের উপর জোর জুলুম, এই রকম করলে ফোন চালানো বন্ধ করে দিতে হবে। আমার মতে ফোন সিম বয়কট করা হোক, যখন দেখবে মানুষ সিম ফোন চালানো বন্ধ করে দিয়েছে তখন এরা ঠিক হবে। সাধারণ মানুষ ফোন চালানো বন্ধ করলে সরকার ভ্যাট কিভাবে নিবে, তখন এদের মাথায় টনক নড়বে, এতে ভ্যাট আদায় বন্ধ হবে জুলুম করে সাধারণ মানুষের কাছ থেকে।", negative, na, na, na
জোর করে করের বোঝা চাপিয়ে দেওয়া হয়েছে। ইন্টারনেটের দাম এতো বাড়ানো হয়েছে যে এখন কোন ইন্টারনেট ব্যবহার করতেও চিন্তা করতে হয় কতটুকু দরকার ইন্টারনেট ব্যবহার করা। এমন ডিজিটাল বাংলাদেশ শুধু ধনীদের জন্য।, negative, low, na, na
বাটপার, negative, na, na, na
"মোবাইলে রিচার্জ করতে কর আবার কথা বলার সময় কর, আবার সেই আদিম যুগে ফিরতে হবে মনে হয়", negative, na, na, na
একশত টাকায় সতেরো টাকা নিলে হয় একশত টাকায় সত্তর টাকা কর নিতে হবে, negative, na, na, na
ফালতু সিদ্ধান্ত, negative, low, na, na
চল্লিশ জিবি মাসে লাগে, neutral, na, na, na
শেখ হাসিনার এক পা কবরে সে আসে খবরে, negative, na, na, na
"ভাই কিছু বলবো না, জেলে ঢুকিয়ে দিবে", negative, na, na, na
"আমরা দেই সতেরো শতাংশ হারে, অথচ প্রতিবেশী দেশের তুলনায় নেটের গতি পাই সবার নিচে।", negative, na, slow, na
"এই বাজে সরকারকে কুত্তা দিয়ে শাস্তি দেওয়ার দরকার। হারামজাদার বাচ্চাগুলো, যে পরিমাণ দুর্নীতি করছে তাতে আর নগদ অর্থ থাকে?", negative, na, na, na
"তোমাদের কাজই শুধু নেওয়া। জনগণের টাকা নিয়ে নিজেদের পকেট ভরা করা। কর নাও, অথচ জনগণের ভোটের অধিকার কেড়ে নিয়েছ! যাদের জন্য এত চুরি বাটপারি করো, তারা কি কোনো টাকা-পয়সা দেয় না নাকি? টাকা বাংলাদেশের জনগণের, অথচ গোলামি করতেছিস ভারতের দাদাদের।", negative, na, na, na
আরও বাঁশ দেন।, negative, na, na, na
"কণ্ঠস্বর, এসএমএস এবং অন্যান্য (এমএমএস, ডেটা এবং অন্য কোন ফি প্রদান করা পরিষেবা বাদে) উপর মোট কার্যকর করের হার (তেত্রিশ দশমিক দুই পাঁচ শতাংশ) = ভ্যাট (সতেরো দশমিক দুই পাঁচ শতাংশ - কার্যকর হার) + সম্পূরক শুল্ক (পনেরো শতাংশ) + সারচার্জ (এক শতাংশ)। এর মানে হল আমি ভোক্তা প্রতি একশত টাকা খরচের জন্য তেত্রিশ দশমিক দুই পাঁচ টাকা প্রদান করি।", negative, na, na, na
নতুন ধান্দা বের করতে চাইছে, negative, na, na, na
এই দেশে থাকলেই দিতে হবে ভাড়া এই আইন চালু করা হোক, negative, na, na, na
আল্লাহর গজব আসতে বাকি নাই একদিন ঠিকই এই জালেম সরকার ধ্বংস হবে ইনশাআল্লাহ, negative, na, na, na
আমরা জনগণও ধীরে ধীরে ওয়াইফাই এর দিকে ঝুঁকে যাচ্ছি।, neutral, na, na, na
"আর সেই কর নিয়ে বিদেশে বাড়ি-গাড়ি কর, চোরেরা", negative, na, na, na
সময় টিভি তুমি কার, neutral, na, na, na
আমাদের দেশে এত চার্জ করা হয় কেন? সাধারণ মানুষের ক্ষতি করার তালে।, negative, na, na, na
"সরকারি সকল জায়গায় ইন্ডিয়ান লোকে সয়লাব, তাই এ অবস্থা", negative, na, na, na
জনগণের টাকা চুষে খাচ্ছে শকুনগুলো, negative, na, na, na
আমার একশত জিবি ডাটা লাগে, neutral, na, na, na
মাসে দশ টাকাও রিচার্জ করি না, neutral, na, na, na
শেষ করে দিছে দেশটারে।, negative, na, na, na
বাংলাদেশের নেটওয়ার্কই নাই আবার সতেরো শতাংশ, negative, na, na, na
এত টাকার অর্ধেক গেছে চোরদের অ্যাকাউন্টে, negative, na, na, na
এই সরকার দেশ বিক্রি করে দিলেই তো পারে এই ভাবে টাকা মারার ধান্দা সত্যি লজ্জার, negative, na, na, na
ওদের দেশে তো আমাদের দেশের মতো দুর্নীতিবাজরা বড় পদগুলো দখল করে থাকে না!, negative, na, na, na
দেশে যেই লুটপাট হচ্ছে সেটা এই জনগণের উপর দিয়েই যাবে।, negative, na, na, na
চোর, negative, na, na, na
একশত টাকায় নিরানব্বই টাকা কর নিলে হয়, negative, na, na, na
কর তোমার পেছনে ভরে দেবো, negative, na, na, na
"সব টাকা সরকারকে দিয়ে দেই, আর আমরা কিছুই খাই না", negative, na, na, na
সরকারকে একশত টাকায় একশত টাকাই দেওয়া হোক।, negative, na, na, na
"ঠিক, বর্তমান অবৈধ সরকার সবকিছুর জন্য দায়ী। মন্ত্রী, মিনিস্টার, প্রশাসন, পুলিশ এবং চাঁদাবাজদের আওয়ামী লীগ নেতাদের বাহিনী সবাই মিলে দেশটাকে লুটেপুটে খাচ্ছে। আর জনগণের হচ্ছে শুধু কষ্ট, নির্মম কষ্ট। আল্লাহ তুমি এই জুলুম জালিমের হাত থেকে আমাদের হেফাজত করো। আল্লাহ আমিন", negative, na, na, na
"এই বাজে সিম ব্যবহার না করলে কি হবে, আগে নেটওয়ার্কটা ঠিক কর এরপর এইসব করতে আসিস", negative, low, na, na
"এদের উপর সামুদ জাতির মতন, আজাব আসবে", negative, na, na, na
তোরা তো কুত্তা ভাই, negative, na, na, na
আমাদের লাভ কোথায়?, neutral, na, na, na
এটা ডাহা মিথ্যা কথা মালয়েশিয়াতে সব অপারেটর রিচার্জের উপর ছয় শতাংশ ভ্যাট বা চার্জ করা হয় এগারো শতাংশ না, negative, na, na, low
হে আল্লাহ এই সব ইসরাইলের হাত থেকে আমাদেরকে রক্ষা করুন, neutral, na, na, na
করের দিক থেকে আমরা প্রথম আর গ্রাহক সেবার দিক থেকে আমরা শেষের সারিতে, negative, low, na, na
তোদের বাপের টাকা নাকি, negative, na, na, na
"গ্রামীণফোন বাজে সেবা দেয়, ওদেরকে বাংলাদেশের বাইরে পাঠায় না কেন", negative, low, na, na
কম হয়ে গেছে একশত টাকা রিচার্জে তিরাশি টাকা কর নিলে সরকারের কিছু হতো, negative, na, na, na
বয়কট, negative, na, na, na
উন্নয়ন, negative, na, na, na
সব চোর শালারা, negative, na, na, na
গ্রামীণ ফোন রাজস্ব কিভাবে দিল? দিয়েছে গ্রাহকেরা।, neutral, na, na, na
"সবাই ওয়াইফাই ব্যবহার করেন এইসব আজাইরা সিম বাদ দিয়ে। হোয়াটসঅ্যাপ, ইমুতে কথা বলবেন আর প্রয়োজন অনুযায়ী বিশ টাকা রিচার্জ করে এক দুই মিনিট কথা বলবেন। এমনটা সবাই করলে কল রেট, এমবির দাম কমানো শুরু করবে সরকার ও অপারেটরগুলো।", positive, high, na, na
সাধারণ মানুষের জন্য কর্মসংস্থান সৃষ্টি করতে পারে না আর কর কিভাবে, negative, low, na, na
"রাজতন্ত্র হলে হতো, যা হোক আওয়ামী লীগ রাজত্বের শেষ", negative, na, na, na
আরো বাড়ানোর ধান্দা, negative, na, na, na
ফাজলামি শুরু করছে এত কর জনগণের কাছ থেকে এভাবে জিম্মি করা ঠিক নয়। ভারতে মোবাইল ব্যাংকিং এর সুবিধা এর থেকে হাজার গুণ ভালো। যত সব সরকারের ধান্দা।, negative, low, na, na
সরকার আগে নিতো পনেরো শতাংশ এখন সতেরো শতাংশ? আর কত নিবে?, negative, na, na, na
একশত টাকা পুরা নিলে তো হয়, negative, na, na, na
"মানুষের আয়ু কমে আসলে মানুষ বুঝতে পারে না যে তার আয়ু কমে এসেছে, এরকম হচ্ছে এই সরকারের অবস্থা, এই সরকারের আয়ু কমে এসেছে তাই এই সরকার কি যে কি করবে তা সে নিজেও জানে না", negative, na, na, na
ডাকাত সরকার জনগণের দুশমন, negative, na, na, na
সিম ব্যবহার করাই বাদ দিব চলবে ওয়াইফাই।, neutral, na, na, na
ভালোই হলো আমাদের রাজস্ব আদায়ের লক্ষ্য পূরণ হবে, positive, na, na, na
মোবাইল অপারেটররা কি কম খাচ্ছে যে এবার সরকারও অতিরিক্ত খাওয়ার জন্য আসছে। সকল বাঁশের প্রথম অধিকারী বাংলাদেশের সাধারণ মানুষ।, negative, na, na, na
"আবার ফিরে আসবে কলি যুগ, কল রেটের ব্যবসার মতো", negative, na, na, na
মাসে চুয়ান্ন জিবি গেছে, neutral, na, na, na
সিম চালাবো না, negative, na, na, na
বাংলাদেশ একমাত্র দেশ যেখানে ইন্টারনেট থাকলেও নেট থাকে না, negative, low, slow, low
জিপির কলরেট তো আন্তর্জাতিক কলরেটের সমতুল্য। বিশ টাকায় পাঁচ মিনিট কথা বলা যায় না, negative, na, na, na
সাধারণ মানুষের জন্য সুখবর, positive, na, na, na
তোর সোনার বাংলার ছবি তুলে রাখলাম। সব টাকা তোরা নিয়ে নিলেই তো হয়। হাজার হলেও তোরই বাপের দেশ তোরই বাপের টাকা।, negative, na, na, na
সিম চালাবো না যখন ছিল না তখন যেমনে চলছি সেভাবে চলবো সমস্যা কি যতো খুশি বাড়া!, negative, na, na, na
জুনায়েদ আহমেদ পলক এই লোক কোনো কাজেরই না আছে শুধু পা চাটার ধান্দায়, negative, na, na, na
ওইটা বলে আবার স্বাধীন দেশ, negative, na, na, na
সরকারকে ধন্যবাদ এরকম প্রতিটি খাতে জনগণকে বাঁশ না দেওয়া পর্যন্ত যেন ক্ষমতা না ছাড়ে। প্রয়োজনে দেশ বিক্রি করে দেওয়া হোক তারপরও এই আরামের চেয়ার ছাড়া যাবে না।, negative, na, na, na
যত শোষণ জনগণের উপর পড়ে, negative, na, na, na
"বাংলাদেশের মোবাইল কোম্পানির সবগুলো চোর, বাংলাদেশের টাকা লুট করে খায়, আমরা চোরের দেশে বসবাস করি।", negative, na, na, na
হারামজাদারা থালা নিয়ে পথে বসলে এর থেকে ভালো আয় হবে, negative, na, na, na
ওদের পেছনে ঢুকিয়ে দিবি, negative, na, na, na
সৌদি আরবে দিতে হয় পনেরো শতাংশ, neutral, na, na, na
কম হয়েছে দুইশত করা উচিত, negative, na, na, na
স্বৈরাচার শেখ হাসিনা ক্ষমতায় থাকলে বিবাহিত স্ত্রীকে একবারের বেশি দুইবার মিলন করলে দ্বিতীয়বারের সময় সরকার কর হিসেবে তৃতীয় সুযোগটি নিতে পারে, negative, na, na, na
জনগণের টাকা দিয়ে বিলাসিতা করছেন সবকিছুর দাম বাড়িয়ে যা করতেছেন আল্লাহ সবকিছুর বিচার করবেন।, negative, na, na, na
সোনার বাংলাকে পুরাই ধর্ষণ করে দিছে।, negative, na, na, na
"বাংলাদেশ সরকার চোর, সারাবিশ্ব উন্নত দেশের খাতায় নাম লিখছে, সেখানে বাংলাদেশ ডুবে যাচ্ছে", negative, na, na, na
সব সরকারের দেই আমরা ফকির হয়ে যাই, negative, na, na, na
"দেশটাকে চুষে খেতে আর কি কি করবে এরা, এরা ফেরাউন", negative, na, na, na
মানি না, negative, na, na, na
তোদের মাকে ধর্ষণ করব সেটার উপরেও কর শুরু কর, negative, na, na, na
"এই কুকুরের বাচ্চা তোদের আর কোন খাতে চোখ পড়ে না। তোদের জন্ম খানকির ঘরে। হারামজাদারা, লুটপাট করে আর কত খাবি।", negative, na, na, na
দুঃখজনক, negative, na, na, na
গজব পড়ুক, negative, na, na, na
"বয়কট করা দরকার সবাই মোবাইলে টাকা রিচার্জ করে কথা না বলে ওয়াইফাই দিয়ে হোয়াটসঅ্যাপ, ইমো দিয়ে কথা বলা উচিত। আমরা চাইলেই সব পারি", positive, high, na, na
সরকারের তো কিছু হয় না মানুষ কেমন চাপে থাকে তা সরকার জানে না সরকারের উদ্দেশ্য মানুষের কাছ থেকে কিভাবে টাকা আদায় করা যায় দেশ কে ধ্বংস করা যায়, negative, na, na, na
হাসিনাকে এক রাতের জন্য কত টাকা ভ্যাট দিতে হবে জানিয়ে দেওয়ার জন্য অনুরোধ করা হলো, negative, na, na, na
জনগণকে শোষণ না করলে এই দেশের রাজনীতিবিদরা চুরি করবে কার থেকে, negative, na, na, na
"মালয়েশিয়া, নেপাল, শ্রীলংকা তাদেরকে আমরা অনুসরণ করবো কেনো। অন্যান্য দেশে কোন কর দেয়? ভারত পার্শ্ববর্তী দেশ কোন কর দেয়? যত শত অহেতুক আইন নিয়ে আসছে এটা কোন যুক্তিযুক্ত বিষয় নয়।", negative, na, na, na
গজব কি এই সরকারের উপর আসবে না, negative, na, na, na
আমরা চাই ইন্টারনেটের মেয়াদ আনলিমিটেড করা হোক রবি কোম্পানিগুলো একদিন আগেই প্যাকেজ গুলো কেটে নিয়ে যায়, positive, high, na, na
হারামজাদারা, negative, na, na, na
